#Front	Back	Quelle	Tags
GPG7 LB4 „berichten über eine aktuelle kriminelle Tat (z. B. Jugendgewalt, Internetkriminalität) und diskutieren die möglichen Str...“ — Nenne ein Unterrichtsbeispiel und die abgedeckten didaktischen Prinzipien.	Umsetzung [real]: ELP-Einstieg „Welche Strafe ist für Leon passend?“ — aktueller Spiegel-Fall als Identifikationsfigur (GPG7c und GPG7b, 26.01.2026 (ELP) und Sequenzverlauf Januar 2026)<br><br>Verlauf: Schlagzeile „14-Jähriger verletzt 15-Jährigen mit Messer“ (anonymisiert aus Spiegel-Artikel Nürnberg-Messer 2024) → Audio Yerlin/Munus als Peergroup-Kontext → Stundenfrage „Welche Strafe ist für Leon passend?“ → Recherche zu möglichen Strafen → Diskussion an der Meinungslinie.<br><br>Prinzipien: Aktualität / Lebensweltbezug, Fallanalyse, Pro-Contra-Debatte / politische Urteilsbildung, Beutelsbacher Konsens	LehrplanPLUS MS Bayern · GPG7 · LB4 Lebenswelt | Belegcluster C · ELP_Artikulation_Tabelle_v7.2	MP_N18_Sk_KE GPG7 LB4 real Umsetzung
LP+-Verortung: In welcher Jahrgangsstufe und welchem Lernbereich verlangt der LehrplanPLUS das Thema „Verfassung — parlamentarische Gesetzgebung“ — und mit welchem Operator?	GPG8 LB3 (Zug R / M)  ·  Operator: beschreiben (R) / erklären (M) + diskutieren  ·  AFB I→II (R→M) + III<br><br>Wortlaut: „beschreiben die Aufgaben wichtiger parlamentarischer Institutionen bei der Gesetzgebung anhand eines aktuellen Fallbeispiels und diskutieren den Sinn dieser Regelungen für die Zielsetzungen von Legitimität, Effizienz und Allgemeinwohl.“	LehrplanPLUS MS Bayern · GPG8 · LB3 Politik und Gesellschaft | idealtypisch — kein eigenes GPG8-Schriftwesen vorliegend	MP_N18_Sk_KE GPG8 LB3 idealtypisch Anker Verortung
GPG8 LB3 „beschreiben die Aufgaben wichtiger parlamentarischer Institutionen bei der Gesetzgebung anhand eines aktuellen Fallbeisp...“ — Nenne ein Unterrichtsbeispiel und die abgedeckten didaktischen Prinzipien.	Umsetzung [idealtypisch]: Fallanalyse „Wie entsteht ein Gesetz?“ — Gesetzgebungsweg an einem aktuellen Gesetzentwurf<br><br>Verlauf: aktueller Gesetzentwurf als Fall → Rekonstruktion des Wegs Initiative → Bundestag → Bundesrat → Verkündung → Pro-Contra „Ist dieses Verfahren sinnvoll?“ entlang der Kriterien Legitimität / Effizienz / Allgemeinwohl.<br><br>Prinzipien: Fallanalyse, Pro-Contra-Debatte / politische Urteilsbildung, Kompetenzstrukturmodell GPG, Aktualität / Lebensweltbezug	LehrplanPLUS MS Bayern · GPG8 · LB3 Politik und Gesellschaft | idealtypisch — kein eigenes GPG8-Schriftwesen vorliegend	MP_N18_Sk_KE GPG8 LB3 idealtypisch Anker Umsetzung
LP+-Verortung: In welcher Jahrgangsstufe und welchem Lernbereich verlangt der LehrplanPLUS das Thema „Nationalsozialismus — Widerstand und Zivilcourage“ — und mit welchem Operator?	GPG8 LB3 (Zug R+M)  ·  Operator: erläutern / diskutieren / erkennen  ·  AFB II–III<br><br>Wortlaut: „erläutern Motive und Formen des Widerstands einzelner Gruppen unter dem Nationalsozialismus, diskutieren Möglichkeiten und Grenzen, Menschenrechte auch in einer Demokratie einzufordern und erkennen dabei Zivilcourage als eine zum Erhalt und zur Stabilisierung demokratischer Gesellschaftsstrukturen unverzichtbare Voraussetzung.“	LehrplanPLUS MS Bayern · GPG8 · LB3 Politik und Gesellschaft | idealtypisch — kein eigenes GPG8-Schriftwesen vorliegend	MP_N18_Sk_KE GPG8 LB3 idealtypisch Verortung
GPG8 LB3 „erläutern Motive und Formen des Widerstands einzelner Gruppen unter dem Nationalsozialismus, diskutieren Möglichkeiten u...“ — Nenne ein Unterrichtsbeispiel und die abgedeckten didaktischen Prinzipien.	Umsetzung [idealtypisch]: UE „Warum riskierten sie ihr Leben?“ — Widerstandsgruppen und der Transfer auf Zivilcourage heute<br><br>Verlauf: arbeitsteilige Erarbeitung von Widerstandsgruppen → Motiv-Analyse → Dilemma-Diskussion „Hätte ich mich getraut?“ → Transfer: Zivilcourage-Situationen aus der Lebenswelt der SuS.<br><br>Prinzipien: Werterziehung, Demokratielernen, Multiperspektivität, Aktualität / Lebensweltbezug	LehrplanPLUS MS Bayern · GPG8 · LB3 Politik und Gesellschaft | idealtypisch — kein eigenes GPG8-Schriftwesen vorliegend	MP_N18_Sk_KE GPG8 LB3 idealtypisch Umsetzung
LP+-Verortung: In welcher Jahrgangsstufe und welchem Lernbereich verlangt der LehrplanPLUS das Thema „Politische Teilhabe — Mitwirkungsmöglichkeiten“ — und mit welchem Operator?	GPG8 LB4 (Zug R / M)  ·  Operator: beschreiben (R) / erklären (M) + beurteilen + diskutieren  ·  AFB I→II + III<br><br>Wortlaut: „beschreiben die Möglichkeiten der politischen Teilhabe der Bürgerinnen und Bürger in der Demokratie, beurteilen deren Mitwirkungsmöglichkeiten und diskutieren sie als eigene zukünftige Handlungsmöglichkeiten.“	LehrplanPLUS MS Bayern · GPG8 · LB4 Lebenswelt | idealtypisch — kein eigenes GPG8-Schriftwesen vorliegend	MP_N18_Sk_KE GPG8 LB4 idealtypisch Anker Verortung
GPG8 LB4 „beschreiben die Möglichkeiten der politischen Teilhabe der Bürgerinnen und Bürger in der Demokratie, beurteilen deren Mi...“ — Nenne ein Unterrichtsbeispiel und die abgedeckten didaktischen Prinzipien.	Umsetzung [idealtypisch]: UE „Wie kann ich mitmischen?“ — Beteiligungsformen als eigene Handlungsoptionen<br><br>Verlauf: Sammlung von Beteiligungsformen → Einordnung auf einer Beteiligungsleiter → Bewertung nach Wirksamkeit/Aufwand → Diskussion „Welche Form werde ich später nutzen?“.<br><br>Prinzipien: Mündigkeit (Detjen), Demokratielernen, Handlungsorientierung, Politische Urteilsbildung	LehrplanPLUS MS Bayern · GPG8 · LB4 Lebenswelt | idealtypisch — kein eigenes GPG8-Schriftwesen vorliegend	MP_N18_Sk_KE GPG8 LB4 idealtypisch Anker Umsetzung
LP+-Verortung: In welcher Jahrgangsstufe und welchem Lernbereich verlangt der LehrplanPLUS das Thema „Wahlen — Wahlbeteiligung von Erstwählern“ — und mit welchem Operator?	GPG8 LB4 (Zug R+M)  ·  Operator: analysieren / diskutieren  ·  AFB II–III<br><br>Wortlaut: „analysieren die Wahlbeteiligung einer aktuellen Bundes- oder Landtagswahl und diskutieren Gründe für die geringe Wahlbeteiligung von Erstwählerinnen und Erstwählern.“	LehrplanPLUS MS Bayern · GPG8 · LB4 Lebenswelt | idealtypisch — kein eigenes GPG8-Schriftwesen vorliegend	MP_N18_Sk_KE GPG8 LB4 idealtypisch Verortung
GPG8 LB4 „analysieren die Wahlbeteiligung einer aktuellen Bundes- oder Landtagswahl und diskutieren Gründe für die geringe Wahlbet...“ — Nenne ein Unterrichtsbeispiel und die abgedeckten didaktischen Prinzipien.	Umsetzung [idealtypisch]: Aktualstunde „Warum gehen junge Leute nicht wählen?“ — Statistikanalyse einer aktuellen Wahl<br><br>Verlauf: Diagrammanalyse Wahlbeteiligung nach Altersgruppen → Hypothesen sammeln → Diskussion der Gründe → Transfer „Was würde euch zum Wählen bewegen?“.<br><br>Prinzipien: Aktualität / Lebensweltbezug, Quellenarbeit, Pro-Contra-Debatte / politische Urteilsbildung	LehrplanPLUS MS Bayern · GPG8 · LB4 Lebenswelt | idealtypisch — kein eigenes GPG8-Schriftwesen vorliegend	MP_N18_Sk_KE GPG8 LB4 idealtypisch Umsetzung
LP+-Verortung: In welcher Jahrgangsstufe und welchem Lernbereich verlangt der LehrplanPLUS das Thema „Friedenssicherung — nationale und internationale Organisationen“ — und mit welchem Operator?	GPG9 LB3 (Zug R / M)  ·  Operator: darstellen / diskutieren (R) — + begründen (M)  ·  AFB II–III<br><br>Wortlaut: „stellen Organisationen der nationalen und internationalen Friedenssicherung dar und diskutieren deren Rolle in aktuellen humanitären und militärischen Einsätzen.“	LehrplanPLUS MS Bayern · GPG9 · LB3 Politik und Gesellschaft | idealtypisch — kein eigenes GPG9-Schriftwesen vorliegend	MP_N18_Sk_KE GPG9 LB3 idealtypisch Anker Verortung
GPG9 LB3 „stellen Organisationen der nationalen und internationalen Friedenssicherung dar und diskutieren deren Rolle in aktuellen...“ — Nenne ein Unterrichtsbeispiel und die abgedeckten didaktischen Prinzipien.	Umsetzung [idealtypisch]: UE „Wer sichert den Frieden?“ — Organisationen und ein aktueller Einsatz<br><br>Verlauf: Organisationen-Steckbriefe (UNO, NATO, Bundeswehr) → Fallanalyse eines aktuellen Einsatzes → Pro-Contra „War dieser Einsatz gerechtfertigt?“.<br><br>Prinzipien: Pro-Contra-Debatte / politische Urteilsbildung, Aktualität / Lebensweltbezug, Multiperspektivität, Kompetenzstrukturmodell GPG	LehrplanPLUS MS Bayern · GPG9 · LB3 Politik und Gesellschaft | idealtypisch — kein eigenes GPG9-Schriftwesen vorliegend	MP_N18_Sk_KE GPG9 LB3 idealtypisch Anker Umsetzung
LP+-Verortung: In welcher Jahrgangsstufe und welchem Lernbereich verlangt der LehrplanPLUS das Thema „Migration — Ursachen, Herausforderungen und Chancen“ — und mit welchem Operator?	GPG9 LB4 (Zug R / M)  ·  Operator: erklären (R) / analysieren (M) + diskutieren  ·  AFB II→III (R→M) + III<br><br>Wortlaut: „erklären Ursachen von Migrationsbewegungen, nennen politische Entscheidungen sowie getroffene Maßnahmen in ihrer Region und diskutieren Herausforderungen und Chancen der Migration für unsere Gesellschaft.“	LehrplanPLUS MS Bayern · GPG9 · LB4 Lebenswelt — LB mit explizitem Multiperspektivitäts-Bezug | idealtypisch — kein eigenes GPG9-Schriftwesen vorliegend; adjazenter realer Bezug: Brücke Landflucht 19. Jh. ↔ heutige Migration in der Industrialisierungs-Sequenz GPG7 (Belegcluster D).	MP_N18_Sk_KE GPG9 LB4 idealtypisch Anker Verortung
GPG9 LB4 „erklären Ursachen von Migrationsbewegungen, nennen politische Entscheidungen sowie getroffene Maßnahmen in ihrer Region ...“ — Nenne ein Unterrichtsbeispiel und die abgedeckten didaktischen Prinzipien.	Umsetzung [idealtypisch]: Sequenz „Migration — Herausforderung und Chance“ — Push/Pull und regionale Maßnahmen<br><br>Verlauf: Push/Pull-Faktoren-Analyse → regionale Maßnahmen recherchieren → Pro-Contra „Herausforderungen und Chancen“ aus mehreren gesellschaftlichen Perspektiven.<br><br>Prinzipien: Multiperspektivität, Pro-Contra-Debatte / politische Urteilsbildung, Beutelsbacher Konsens, Aktualität / Lebensweltbezug	LehrplanPLUS MS Bayern · GPG9 · LB4 Lebenswelt — LB mit explizitem Multiperspektivitäts-Bezug | idealtypisch — kein eigenes GPG9-Schriftwesen vorliegend; adjazenter realer Bezug: Brücke Landflucht 19. Jh. ↔ heutige Migration in der Industrialisierungs-Sequenz GPG7 (Belegcluster D).	MP_N18_Sk_KE GPG9 LB4 idealtypisch Anker Umsetzung
LP+-Verortung: In welcher Jahrgangsstufe und welchem Lernbereich verlangt der LehrplanPLUS das Thema „Aktueller gesellschaftlicher Konflikt — Mehrperspektivenanalyse“ — und mit welchem Operator?	GPG9 LB4 (Zug R / M)  ·  Operator: recherchieren + bewerten (R) / + präsentieren + erörtern (M)  ·  AFB II–III<br><br>Wortlaut: „recherchieren Ursachen und Auswirkungen eines aktuellen gesellschaftlichen Konfliktes und bewerten diesen aus unterschiedlichen Perspektiven.“	LehrplanPLUS MS Bayern · GPG9 · LB4 Lebenswelt | idealtypisch — kein eigenes GPG9-Schriftwesen vorliegend	MP_N18_Sk_KE GPG9 LB4 idealtypisch Verortung
GPG9 LB4 „recherchieren Ursachen und Auswirkungen eines aktuellen gesellschaftlichen Konfliktes und bewerten diesen aus unterschie...“ — Nenne ein Unterrichtsbeispiel und die abgedeckten didaktischen Prinzipien.	Umsetzung [idealtypisch]: Projekt „Konflikt im Fokus“ — selbst gewählter aktueller Konflikt, mehrperspektivisch<br><br>Verlauf: SuS wählen einen aktuellen Konflikt → arbeitsteilige Recherche pro Perspektive → Präsentation der Perspektiven → gemeinsame Bewertung/Erörterung an Kriterien.<br><br>Prinzipien: Multiperspektivität, Aktualität / Lebensweltbezug, Pro-Contra-Debatte / politische Urteilsbildung, Quellenarbeit	LehrplanPLUS MS Bayern · GPG9 · LB4 Lebenswelt | idealtypisch — kein eigenes GPG9-Schriftwesen vorliegend	MP_N18_Sk_KE GPG9 LB4 idealtypisch Umsetzung
LP+-Verortung: In welcher Jahrgangsstufe und welchem Lernbereich verlangt der LehrplanPLUS das Thema „Grund- und Menschenrechte — schützenswerte Basis“ — und mit welchem Operator?	GPG10 LB3 (Zug M)  ·  Operator: definieren  ·  AFB III (normativ)<br><br>Wortlaut: „definieren die Grund- und Menschenrechte als schützenswerte Basis gesellschaftlichen Zusammenlebens.“	LehrplanPLUS MS Bayern · GPG10 · LB3 Politik und Gesellschaft (M-Zug) | idealtypisch — kein eigenes GPG10-Schriftwesen vorliegend	MP_N18_Sk_KE GPG10 LB3 idealtypisch Anker Verortung
GPG10 LB3 „definieren die Grund- und Menschenrechte als schützenswerte Basis gesellschaftlichen Zusammenlebens.“ — Nenne ein Unterrichtsbeispiel und die abgedeckten didaktischen Prinzipien.	Umsetzung [idealtypisch]: UE „Was sind unsere Rechte wert?“ — Grundrechte als normative Basis<br><br>Verlauf: Grundrechtskatalog erarbeiten → Fallbeispiele „Grundrecht in Gefahr“ → SuS formulieren eine eigene Definition der Grund- und Menschenrechte als „schützenswerte Basis“ → Diskussion der Schutzbedürftigkeit.<br><br>Prinzipien: Werterziehung, Mündigkeit (Detjen), Fallanalyse	LehrplanPLUS MS Bayern · GPG10 · LB3 Politik und Gesellschaft (M-Zug) | idealtypisch — kein eigenes GPG10-Schriftwesen vorliegend	MP_N18_Sk_KE GPG10 LB3 idealtypisch Anker Umsetzung
LP+-Verortung: In welcher Jahrgangsstufe und welchem Lernbereich verlangt der LehrplanPLUS das Thema „Bundesverfassungsgericht — Rolle im politischen System“ — und mit welchem Operator?	GPG10 LB3 (Zug M)  ·  Operator: darstellen / erörtern  ·  AFB II–III<br><br>Wortlaut: „stellen die Rolle des Bundesverfassungsgerichts in unserem politischen System dar und erörtern seine Bedeutung für den Schutz der Grund- und Menschenrechte in Deutschland an einem selbst recherchierten Beispiel.“	LehrplanPLUS MS Bayern · GPG10 · LB3 Politik und Gesellschaft (M-Zug) | idealtypisch — kein eigenes GPG10-Schriftwesen vorliegend	MP_N18_Sk_KE GPG10 LB3 idealtypisch Anker Verortung
GPG10 LB3 „stellen die Rolle des Bundesverfassungsgerichts in unserem politischen System dar und erörtern seine Bedeutung für den S...“ — Nenne ein Unterrichtsbeispiel und die abgedeckten didaktischen Prinzipien.	Umsetzung [idealtypisch]: Fallanalyse „Karlsruhe entscheidet“ — ein selbst recherchiertes BVerfG-Urteil<br><br>Verlauf: Stellung des BVerfG im Verfassungsgefüge → SuS recherchieren selbstständig ein BVerfG-Urteil → Fallpräsentation → Erörterung „Wie schützt das Gericht hier Grundrechte?“.<br><br>Prinzipien: Fallanalyse, Kompetenzstrukturmodell GPG, Quellenarbeit, Mündigkeit (Detjen)	LehrplanPLUS MS Bayern · GPG10 · LB3 Politik und Gesellschaft (M-Zug) | idealtypisch — kein eigenes GPG10-Schriftwesen vorliegend	MP_N18_Sk_KE GPG10 LB3 idealtypisch Anker Umsetzung
LP+-Verortung: In welcher Jahrgangsstufe und welchem Lernbereich verlangt der LehrplanPLUS das Thema „Politische Willensbildung — Beteiligung erproben“ — und mit welchem Operator?	GPG10 LB4 (Zug M)  ·  Operator: darstellen / erproben  ·  AFB II + Anwendung/Handlung<br><br>Wortlaut: „stellen den Prozess der politischen Willensbildung dar und erproben Einfluss- und Beteiligungsmöglichkeiten politischer Mitwirkung.“	LehrplanPLUS MS Bayern · GPG10 · LB4 Lebenswelt (M-Zug) — einzige Stufe mit „erproben“ über den Nahraum hinaus | idealtypisch — kein eigenes GPG10-Schriftwesen vorliegend	MP_N18_Sk_KE GPG10 LB4 idealtypisch Anker Verortung
GPG10 LB4 „stellen den Prozess der politischen Willensbildung dar und erproben Einfluss- und Beteiligungsmöglichkeiten politischer ...“ — Nenne ein Unterrichtsbeispiel und die abgedeckten didaktischen Prinzipien.	Umsetzung [idealtypisch]: Projekt „Mischen wir mit“ — politische Willensbildung darstellen und erproben<br><br>Verlauf: Prozessmodell der Willensbildung (Meinung → Öffentlichkeit → Parteien/Verbände → Entscheidung) → SuS erproben eine reale Beteiligungsform (Petition, Eingabe, Leserbrief, Beteiligungsplattform) → Reflexion der Wirksamkeit.<br><br>Prinzipien: Handlungsorientierung — Realhandeln, Demokratielernen, Mündigkeit (Detjen), Kompetenzstrukturmodell GPG	LehrplanPLUS MS Bayern · GPG10 · LB4 Lebenswelt (M-Zug) — einzige Stufe mit „erproben“ über den Nahraum hinaus | idealtypisch — kein eigenes GPG10-Schriftwesen vorliegend	MP_N18_Sk_KE GPG10 LB4 idealtypisch Anker Umsetzung
